Product_Price,Order_Quantity,Return_Status,Days_to_Return,User_Age,Discount_Applied,Order_Weekday,Order_Month,Order_Year,Total_Amount,Product_Category_Clothing,Product_Category_Electronics,Product_Category_Home,Product_Category_Toys,User_Gender_Male,Payment_Method_Debit Card,Payment_Method_Gift Card,Payment_Method_PayPal,Shipping_Method_Next-Day,Shipping_Method_Standard,Return_Reason_Defective,Return_Reason_No Return,Return_Reason_Not as described,Return_Reason_Wrong item
351.51,2,1,20.0,40,20.24,1,6,2023,703.02,True,False,False,False,False,True,False,False,True,False,False,False,True,False
36.64,4,0,-1.0,38,18.96,3,12,2024,146.56,True,False,False,False,True,False,True,False,False,True,False,True,False,False
232.1,3,1,81.0,30,13.85,5,10,2024,696.3,False,True,False,False,False,False,True,False,False,True,False,False,False,True
407.3,2,0,-1.0,34,43.05,0,10,2023,814.6,False,False,False,True,False,False,False,True,False,False,False,True,False,False
275.97,5,0,-1.0,19,10.06,5,6,2024,1379.8500000000001,True,False,False,False,False,False,False,False,True,False,False,True,False,False
65.84,3,0,-1.0,38,31.43,4,7,2024,197.52,False,False,False,True,False,False,False,False,True,False,False,True,False,False
436.2,3,0,-1.0,52,20.96,5,10,2023,1308.6,False,False,False,False,False,True,False,False,True,False,False,True,False,False
99.68,1,0,-1.0,63,14.79,4,9,2024,99.68,True,False,False,False,True,False,True,False,False,False,False,True,False,False
498.57,5,0,-1.0,31,47.37,5,3,2023,2492.85,False,False,True,False,True,False,True,False,False,False,False,True,False,False
231.89,1,0,-1.0,66,43.02,3,12,2023,231.89,False,False,False,False,False,False,True,False,False,False,False,True,False,False
496.48,1,1,113.0,31,25.36,1,7,2024,496.48,True,False,False,False,True,False,True,False,False,False,True,False,False,False
173.32,4,1,319.0,69,33.52,6,4,2023,693.28,False,False,True,False,False,False,True,False,False,True,False,False,False,False
15.82,5,1,285.0,39,7.28,0,2,2023,79.1,False,False,False,False,True,False,False,False,False,False,False,False,True,False
434.39,2,1,572.0,63,9.97,5,5,2023,868.78,False,False,True,False,False,False,False,True,True,False,False,False,False,False
435.01,4,0,-1.0,64,38.5,2,10,2023,1740.04,False,False,False,False,True,True,False,False,False,True,False,True,False,False
113.88,5,0,-1.0,53,18.67,4,5,2024,569.4,False,False,False,False,False,False,False,False,False,False,False,True,False,False
226.34,4,0,-1.0,41,1.47,3,1,2024,905.36,False,True,False,False,False,False,True,False,True,False,False,True,False,False
201.35,2,0,-1.0,19,0.67,5,2,2023,402.7,False,False,True,False,True,False,False,True,False,False,False,True,False,False
496.05,3,0,-1.0,35,27.62,0,8,2024,1488.15,False,False,True,False,False,False,True,False,False,True,False,True,False,False
472.67,2,1,34.0,29,20.41,5,11,2023,945.34,False,False,False,False,False,True,False,False,False,False,False,False,False,False
454.02,1,0,-1.0,68,2.82,0,7,2023,454.02,False,False,False,False,False,False,False,False,False,False,False,True,False,False
155.73,3,1,300.0,44,46.2,6,9,2023,467.18999999999994,False,True,False,False,False,True,False,False,False,False,False,False,False,True
284.94,5,0,-1.0,34,11.79,0,10,2024,1424.7,False,False,False,False,True,False,False,True,True,False,False,True,False,False
113.45,3,0,-1.0,20,40.23,1,3,2023,340.35,False,True,False,False,False,False,False,False,True,False,False,True,False,False
474.08,4,0,-1.0,35,45.7,4,5,2023,1896.32,False,False,False,True,False,False,False,False,False,False,False,True,False,False
68.53,3,0,-1.0,53,38.29,0,12,2023,205.59,False,False,True,False,True,False,False,True,True,False,False,True,False,False
305.99,3,0,-1.0,54,48.08,6,12,2024,917.97,False,False,False,True,False,False,False,False,False,True,False,True,False,False
103.58,3,0,-1.0,38,49.9,6,6,2023,310.74,False,False,False,True,False,False,False,True,False,False,False,True,False,False
73.56,1,1,5.0,51,34.07,5,4,2023,73.56,True,False,False,False,False,True,False,False,True,False,True,False,False,False
460.49,1,0,-1.0,58,13.34,5,5,2023,460.49,True,False,False,False,False,False,False,False,False,True,False,True,False,False
187.56,3,0,-1.0,51,40.01,2,11,2024,562.6800000000001,False,True,False,False,True,False,False,True,False,True,False,True,False,False
307.23,2,1,507.0,50,35.99,1,5,2023,614.46,False,False,True,False,False,False,True,False,False,True,True,False,False,False
109.12,3,0,-1.0,52,30.08,0,8,2023,327.36,False,False,True,False,True,False,False,False,False,True,False,True,False,False
190.21,5,0,-1.0,21,17.23,4,3,2023,951.0500000000001,False,False,True,False,False,False,True,False,True,False,False,True,False,False
227.76,4,0,-1.0,30,26.06,6,7,2024,911.04,False,True,False,False,False,True,False,False,True,False,False,True,False,False
109.65,4,0,-1.0,66,17.61,2,7,2023,438.6,False,False,True,False,True,True,False,False,True,False,False,True,False,False
424.53,2,0,-1.0,34,11.46,1,8,2023,849.06,False,False,False,False,True,False,False,False,True,False,False,True,False,False
199.72,4,0,-1.0,66,33.29,3,7,2024,798.88,False,False,False,True,False,False,False,False,False,False,False,True,False,False
88.15,1,0,-1.0,52,35.93,1,3,2024,88.15,False,False,False,True,True,False,False,False,False,False,False,True,False,False
420.68,1,0,-1.0,50,20.86,4,11,2023,420.68,False,False,False,True,False,True,False,False,False,True,False,True,False,False
341.22,5,0,-1.0,60,10.72,5,2,2024,1706.1000000000001,False,True,False,False,True,False,False,False,False,True,False,True,False,False
213.52,1,0,-1.0,29,47.77,3,10,2024,213.52,False,False,False,False,False,True,False,False,False,False,False,True,False,False
135.5,5,1,475.0,45,32.16,4,3,2023,677.5,False,False,True,False,False,False,False,False,False,False,False,False,False,True
353.76,3,0,-1.0,31,26.0,2,4,2023,1061.28,False,False,False,False,True,False,False,True,True,False,False,True,False,False
244.25,5,0,-1.0,28,15.03,3,11,2024,1221.25,False,True,False,False,False,True,False,False,True,False,False,True,False,False
480.49,1,1,439.0,66,18.76,5,7,2023,480.49,False,True,False,False,False,False,False,False,False,False,True,False,False,False
252.68,1,0,-1.0,44,25.25,6,8,2024,252.68,False,False,False,True,True,True,False,False,True,False,False,True,False,False
87.02,4,0,-1.0,40,5.44,4,7,2024,348.08,False,False,False,False,False,False,False,False,False,False,False,True,False,False
104.05,4,0,-1.0,41,28.9,0,4,2023,416.2,False,False,False,True,True,True,False,False,False,True,False,True,False,False
48.52,3,1,601.0,26,15.94,3,2,2023,145.56,False,False,False,False,True,False,True,False,False,True,True,False,False,False
471.91,2,0,-1.0,43,2.65,5,7,2023,943.82,False,False,False,True,True,True,False,False,True,False,False,True,False,False
215.35,1,1,116.0,66,43.56,5,4,2023,215.35,False,False,False,False,False,False,False,False,True,False,False,False,False,True
83.73,2,1,336.0,61,23.05,0,7,2023,167.46,True,False,False,False,True,False,False,True,True,False,False,False,False,False
367.84,1,0,-1.0,57,2.58,3,6,2024,367.84,False,False,False,False,False,False,False,False,False,False,False,True,False,False
481.75,1,1,256.0,22,8.22,0,3,2023,481.75,False,False,True,False,False,False,False,False,False,False,False,False,True,False
61.3,4,0,-1.0,39,27.33,3,8,2023,245.2,False,False,False,True,False,False,False,False,True,False,False,True,False,False
446.58,5,1,36.0,35,40.77,1,4,2024,2232.9,False,False,False,True,True,False,False,True,True,False,False,False,False,True
13.72,5,1,488.0,53,29.75,4,1,2023,68.60000000000001,False,False,False,True,True,False,False,False,True,False,False,False,False,True
436.57,5,1,140.0,37,30.24,6,5,2023,2182.85,True,False,False,False,False,False,False,False,False,False,False,False,False,False
239.43,4,1,93.0,70,20.62,3,2,2024,957.72,False,False,True,False,False,True,False,False,True,False,True,False,False,False
478.7,5,0,-1.0,31,11.1,3,6,2024,2393.5,False,False,False,False,True,False,True,False,True,False,False,True,False,False
493.92,3,0,-1.0,23,26.78,2,10,2024,1481.76,False,False,False,False,True,False,False,False,True,False,False,True,False,False
65.84,4,0,-1.0,52,5.98,1,2,2023,263.36,False,False,False,True,True,False,True,False,False,False,False,True,False,False
149.33,3,0,-1.0,26,1.64,0,9,2024,447.99,False,False,False,False,False,False,False,True,False,False,False,True,False,False
64.41,5,0,-1.0,19,40.92,2,8,2024,322.04999999999995,True,False,False,False,False,False,False,True,False,True,False,True,False,False
23.78,1,1,254.0,26,18.43,2,2,2024,23.78,False,False,False,True,False,True,False,False,True,False,False,False,True,False
333.95,1,0,-1.0,67,23.06,0,6,2024,333.95,False,False,False,False,True,False,False,False,True,False,False,True,False,False
93.71,2,0,-1.0,22,33.63,6,1,2024,187.42,False,False,True,False,True,True,False,False,False,False,False,True,False,False
368.06,4,0,-1.0,67,9.14,1,2,2023,1472.24,False,False,False,False,True,False,False,False,False,False,False,True,False,False
491.79,3,1,401.0,27,30.11,3,8,2023,1475.3700000000001,False,False,False,False,True,False,False,True,False,True,False,False,False,False
187.08,5,0,-1.0,48,17.18,3,3,2024,935.4000000000001,False,False,False,True,False,False,False,False,True,False,False,True,False,False
173.31,2,0,-1.0,65,38.66,0,9,2023,346.62,False,True,False,False,False,False,True,False,True,False,False,True,False,False
453.7,4,1,36.0,70,4.34,5,7,2023,1814.8,False,False,False,False,False,True,False,False,False,True,True,False,False,False
128.45,3,0,-1.0,56,46.29,0,4,2024,385.34999999999997,False,False,True,False,True,True,False,False,False,False,False,True,False,False
225.21,3,0,-1.0,45,36.26,2,2,2023,675.63,False,False,False,True,True,False,False,True,True,False,False,True,False,False
430.72,3,1,184.0,53,22.52,5,1,2024,1292.16,False,True,False,False,False,False,True,False,False,False,False,False,True,False
78.55,5,0,-1.0,40,17.44,2,1,2023,392.75,False,False,False,False,True,True,False,False,False,False,False,True,False,False
125.13,4,1,207.0,63,28.15,4,1,2024,500.52,True,False,False,False,False,True,False,False,False,False,False,False,False,True
29.63,5,1,217.0,57,45.12,1,2,2024,148.15,False,False,True,False,False,False,False,False,False,False,False,False,False,False
434.02,1,1,317.0,70,49.21,4,4,2023,434.02,False,False,False,False,False,False,False,True,True,False,False,False,False,True
348.41,1,0,-1.0,52,12.72,2,10,2023,348.41,False,True,False,False,False,True,False,False,False,False,False,True,False,False
350.51,1,0,-1.0,63,41.31,1,6,2024,350.51,False,False,False,False,True,False,False,True,True,False,False,True,False,False
462.51,1,0,-1.0,19,14.06,5,11,2024,462.51,False,False,False,False,True,False,False,False,True,False,False,True,False,False
344.43,3,1,461.0,67,45.85,0,7,2023,1033.29,False,False,False,False,True,True,False,False,False,False,True,False,False,False
459.89,1,0,-1.0,22,49.17,2,7,2023,459.89,True,False,False,False,False,False,False,True,True,False,False,True,False,False
424.21,4,0,-1.0,37,35.31,6,1,2023,1696.84,False,True,False,False,True,False,False,True,False,True,False,True,False,False
114.63,2,0,-1.0,65,49.14,2,1,2023,229.26,False,False,False,True,False,True,False,False,True,False,False,True,False,False
207.41,5,1,342.0,19,41.67,4,2,2023,1037.05,True,False,False,False,True,False,False,False,False,False,True,False,False,False
289.83,3,0,-1.0,29,9.15,2,12,2023,869.49,False,False,False,True,True,True,False,False,True,False,False,True,False,False
395.83,5,0,-1.0,53,23.44,6,8,2023,1979.1499999999999,False,False,True,False,False,False,False,False,False,True,False,True,False,False
489.03,5,0,-1.0,27,49.2,0,4,2023,2445.1499999999996,True,False,False,False,False,False,True,False,True,False,False,True,False,False
234.43,5,0,-1.0,55,13.83,4,7,2023,1172.15,False,False,False,False,True,False,False,True,False,True,False,True,False,False
444.08,2,1,24.0,20,14.22,2,7,2023,888.16,True,False,False,False,True,False,False,False,False,False,False,False,False,True
345.78,2,0,-1.0,59,38.25,4,2,2023,691.56,False,False,True,False,False,False,False,True,True,False,False,True,False,False
460.87,2,1,377.0,56,38.62,2,1,2023,921.74,False,False,True,False,True,True,False,False,False,False,False,False,True,False
23.54,3,0,-1.0,41,6.99,0,4,2024,70.62,True,False,False,False,False,False,False,True,True,False,False,True,False,False
429.63,2,1,54.0,20,16.26,2,11,2023,859.26,True,False,False,False,False,False,False,False,False,True,True,False,False,False
88.96,1,1,334.0,24,42.45,6,4,2023,88.96,False,False,False,False,False,False,False,False,False,True,False,False,False,True
379.17,5,0,-1.0,66,45.13,1,1,2023,1895.8500000000001,False,True,False,False,False,True,False,False,False,True,False,True,False,False
402.05,3,0,-1.0,69,5.26,6,6,2023,1206.15,False,False,False,False,False,False,False,True,True,False,False,True,False,False
166.3,1,0,-1.0,68,30.48,0,11,2024,166.3,False,False,True,False,True,False,True,False,False,True,False,True,False,False
264.49,1,0,-1.0,45,12.29,4,3,2024,264.49,False,False,False,True,True,False,True,False,False,True,False,True,False,False
66.64,5,0,-1.0,48,9.11,0,1,2023,333.2,True,False,False,False,False,False,False,False,False,False,False,True,False,False
447.37,4,0,-1.0,52,38.17,2,7,2024,1789.48,True,False,False,False,False,False,False,True,True,False,False,True,False,False
322.11,3,0,-1.0,69,11.76,3,12,2024,966.33,False,False,False,True,False,False,False,True,True,False,False,True,False,False
434.96,4,0,-1.0,22,30.84,4,10,2023,1739.84,False,False,False,False,False,False,False,True,False,False,False,True,False,False
402.92,4,0,-1.0,23,29.81,5,6,2023,1611.68,False,False,False,False,False,False,False,True,True,False,False,True,False,False
223.67,3,0,-1.0,34,12.93,0,11,2023,671.01,False,False,True,False,True,False,False,False,False,False,False,True,False,False
56.83,1,0,-1.0,18,33.69,2,11,2024,56.83,False,False,True,False,False,False,False,False,False,True,False,True,False,False
401.73,3,0,-1.0,49,47.83,2,2,2024,1205.19,False,False,True,False,False,False,True,False,False,False,False,True,False,False
366.21,2,0,-1.0,70,38.13,0,11,2024,732.42,False,False,False,False,True,False,True,False,False,False,False,True,False,False
448.47,5,0,-1.0,25,39.58,6,5,2024,2242.3500000000004,False,False,False,True,True,True,False,False,False,True,False,True,False,False
447.26,5,0,-1.0,66,37.25,2,12,2024,2236.3,False,False,False,False,True,False,True,False,False,False,False,True,False,False
203.61,3,1,330.0,64,13.47,4,12,2023,610.83,True,False,False,False,True,False,False,False,True,False,True,False,False,False
314.82,3,1,119.0,29,37.38,6,12,2023,944.46,False,False,False,True,False,False,False,False,False,False,True,False,False,False
126.71,3,0,-1.0,30,43.08,4,2,2023,380.13,False,False,True,False,True,False,False,False,False,True,False,True,False,False
482.73,1,0,-1.0,67,35.83,3,4,2023,482.73,True,False,False,False,False,True,False,False,False,True,False,True,False,False
302.13,1,0,-1.0,34,16.73,3,12,2024,302.13,False,True,False,False,False,False,False,True,False,True,False,True,False,False
35.91,3,0,-1.0,44,9.13,4,12,2023,107.72999999999999,False,False,False,False,True,True,False,False,False,False,False,True,False,False
33.14,1,0,-1.0,30,33.69,5,12,2023,33.14,False,False,False,False,True,True,False,False,False,True,False,True,False,False
350.16,4,0,-1.0,32,30.47,3,2,2023,1400.64,False,False,True,False,True,False,True,False,True,False,False,True,False,False
123.66,4,0,-1.0,35,8.28,4,9,2023,494.64,False,False,False,False,True,False,False,True,False,True,False,True,False,False
204.99,4,1,151.0,62,6.29,0,5,2023,819.96,True,False,False,False,False,True,False,False,False,False,False,False,True,False
62.28,2,0,-1.0,23,7.88,5,6,2024,124.56,False,False,False,True,False,False,False,False,False,True,False,True,False,False
464.76,4,0,-1.0,49,28.05,1,10,2024,1859.04,False,False,False,False,True,False,False,False,True,False,False,True,False,False
195.6,1,1,406.0,31,34.84,3,1,2023,195.6,False,False,True,False,True,False,False,False,True,False,False,False,False,True
490.3,3,0,-1.0,55,23.37,6,7,2024,1470.9,False,False,True,False,False,False,True,False,False,False,False,True,False,False
185.23,5,0,-1.0,55,24.68,6,9,2023,926.15,False,False,True,False,True,False,True,False,False,False,False,True,False,False
300.12,3,0,-1.0,60,15.06,3,9,2024,900.36,False,False,False,True,False,False,False,True,False,False,False,True,False,False
429.65,3,1,195.0,23,34.81,5,4,2023,1288.9499999999998,False,False,False,False,False,False,False,False,False,False,False,False,True,False
268.93,1,1,258.0,58,6.4,1,2,2024,268.93,False,True,False,False,False,True,False,False,False,True,False,False,False,False
181.35,3,0,-1.0,67,11.11,4,6,2023,544.05,False,True,False,False,False,False,False,True,False,True,False,True,False,False
498.06,1,0,-1.0,60,32.95,5,9,2024,498.06,False,False,False,False,True,False,True,False,True,False,False,True,False,False
48.3,3,0,-1.0,38,14.92,5,9,2023,144.89999999999998,False,False,False,False,False,False,False,False,True,False,False,True,False,False
151.15,3,1,707.0,35,9.36,3,1,2023,453.45000000000005,False,True,False,False,True,False,True,False,False,True,True,False,False,False
29.68,3,1,100.0,33,42.7,3,12,2023,89.03999999999999,True,False,False,False,False,False,True,False,True,False,False,False,True,False
50.8,5,0,-1.0,58,27.86,0,4,2024,254.0,False,True,False,False,True,False,True,False,True,False,False,True,False,False
100.2,1,0,-1.0,52,31.93,0,8,2023,100.2,False,False,False,False,False,False,False,False,False,False,False,True,False,False
111.97,2,0,-1.0,61,0.31,0,10,2024,223.94,False,False,True,False,True,False,False,False,False,False,False,True,False,False
453.4,5,1,285.0,45,1.57,3,9,2023,2267.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False
474.54,3,0,-1.0,27,32.81,2,8,2023,1423.6200000000001,False,False,False,True,True,False,False,True,True,False,False,True,False,False
249.92,1,0,-1.0,44,9.42,0,11,2023,249.92,False,True,False,False,True,False,False,False,False,True,False,True,False,False
422.37,5,0,-1.0,52,36.56,6,1,2024,2111.85,True,False,False,False,False,False,True,False,True,False,False,True,False,False
249.62,5,0,-1.0,66,36.28,5,2,2024,1248.1,False,False,True,False,True,False,True,False,False,True,False,True,False,False
338.16,2,0,-1.0,27,17.28,3,2,2024,676.32,False,False,True,False,True,True,False,False,False,True,False,True,False,False
352.85,3,0,-1.0,35,22.85,0,3,2023,1058.5500000000002,True,False,False,False,True,False,True,False,False,False,False,True,False,False
162.82,1,1,22.0,43,9.21,6,10,2023,162.82,True,False,False,False,False,False,True,False,True,False,False,False,False,True
101.42,5,1,63.0,33,40.26,6,8,2024,507.1,False,False,True,False,False,False,False,True,True,False,False,False,False,False
149.04,2,1,369.0,19,14.87,1,4,2023,298.08,False,False,True,False,False,False,False,True,False,False,False,False,False,False
280.6,2,1,412.0,59,18.69,6,2,2023,561.2,False,True,False,False,False,False,False,True,False,True,False,False,True,False
44.98,3,1,257.0,44,5.14,2,2,2024,134.94,False,False,True,False,True,False,False,True,False,False,False,False,True,False
269.16,3,1,96.0,45,32.86,3,5,2024,807.48,False,True,False,False,False,False,True,False,False,False,False,False,False,False
438.4,1,0,-1.0,32,42.47,1,11,2024,438.4,True,False,False,False,False,False,False,True,False,False,False,True,False,False
380.82,4,1,83.0,44,30.29,5,2,2024,1523.28,False,False,True,False,False,False,True,False,False,True,True,False,False,False
279.9,4,0,-1.0,67,17.76,5,11,2023,1119.6,False,False,False,True,True,False,False,True,False,True,False,True,False,False
237.27,5,1,251.0,37,24.43,2,10,2023,1186.3500000000001,False,True,False,False,False,False,False,True,False,True,False,False,False,True
190.37,2,0,-1.0,70,21.23,4,11,2024,380.74,False,False,False,False,True,False,False,True,False,False,False,True,False,False
268.04,1,1,326.0,47,23.59,4,8,2023,268.04,False,False,False,False,False,True,False,False,True,False,True,False,False,False
489.59,4,0,-1.0,25,9.96,1,9,2023,1958.36,False,False,False,True,True,False,False,True,True,False,False,True,False,False
88.94,4,0,-1.0,45,30.55,0,11,2024,355.76,False,False,False,True,True,False,False,True,True,False,False,True,False,False
482.59,5,1,31.0,58,32.62,6,3,2023,2412.95,True,False,False,False,False,False,True,False,True,False,False,False,False,True
335.92,5,1,106.0,19,40.47,0,9,2023,1679.6000000000001,True,False,False,False,True,True,False,False,True,False,True,False,False,False
352.74,2,0,-1.0,41,8.51,6,12,2024,705.48,False,True,False,False,False,False,True,False,True,False,False,True,False,False
492.66,3,0,-1.0,52,49.67,0,4,2023,1477.98,False,False,False,True,False,False,False,True,True,False,False,True,False,False
309.94,1,0,-1.0,42,46.81,6,6,2023,309.94,False,False,False,True,True,False,False,True,False,False,False,True,False,False
271.76,5,0,-1.0,65,10.87,3,8,2023,1358.8,False,False,False,False,True,False,False,False,True,False,False,True,False,False
155.48,3,1,262.0,37,18.91,0,11,2023,466.43999999999994,False,False,False,True,False,False,True,False,False,True,False,False,True,False
191.86,2,0,-1.0,54,19.93,2,10,2023,383.72,False,False,False,True,True,False,False,True,False,False,False,True,False,False
103.66,5,0,-1.0,44,19.25,6,9,2023,518.3,True,False,False,False,False,False,False,False,False,True,False,True,False,False
222.44,5,0,-1.0,65,12.04,2,1,2024,1112.2,True,False,False,False,False,False,True,False,False,False,False,True,False,False
171.99,1,0,-1.0,45,32.3,5,1,2024,171.99,False,False,True,False,True,False,True,False,False,False,False,True,False,False
220.67,3,1,557.0,18,46.62,6,6,2023,662.01,False,False,False,False,False,False,False,False,False,True,False,False,True,False
243.86,3,0,-1.0,35,29.41,6,12,2024,731.58,False,False,False,False,True,True,False,False,True,False,False,True,False,False
362.86,2,0,-1.0,57,1.68,3,5,2024,725.72,True,False,False,False,False,False,False,True,False,False,False,True,False,False
232.68,1,0,-1.0,45,0.15,0,6,2023,232.68,False,False,False,True,True,False,False,False,True,False,False,True,False,False
276.5,4,0,-1.0,45,28.66,0,2,2023,1106.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False
130.85,5,1,352.0,68,45.09,3,7,2023,654.25,True,False,False,False,True,False,False,False,True,False,False,False,True,False
166.04,4,0,-1.0,40,26.62,5,9,2024,664.16,True,False,False,False,False,False,False,True,False,True,False,True,False,False
56.09,1,0,-1.0,20,41.09,1,9,2024,56.09,True,False,False,False,True,False,False,True,False,True,False,True,False,False
100.81,2,1,280.0,53,35.16,0,9,2023,201.62,False,False,False,False,True,False,False,False,True,False,False,False,False,True
385.06,4,1,89.0,62,45.49,3,10,2023,1540.24,False,False,True,False,False,True,False,False,False,True,False,False,False,False
214.74,4,0,-1.0,18,5.47,2,3,2023,858.96,True,False,False,False,False,False,True,False,True,False,False,True,False,False
263.87,4,0,-1.0,49,11.99,6,12,2023,1055.48,False,False,True,False,True,False,False,True,False,False,False,True,False,False
140.74,2,0,-1.0,30,46.15,6,7,2023,281.48,False,True,False,False,False,False,True,False,False,False,False,True,False,False
312.33,5,1,477.0,65,47.97,1,5,2023,1561.6499999999999,True,False,False,False,True,False,True,False,True,False,False,False,True,False
208.36,5,1,486.0,20,4.25,5,2,2023,1041.8000000000002,False,False,False,False,False,True,False,False,False,True,False,False,False,True
332.23,2,0,-1.0,65,9.65,2,1,2023,664.46,False,True,False,False,False,False,True,False,True,False,False,True,False,False
157.34,4,0,-1.0,61,47.92,4,2,2024,629.36,False,False,True,False,False,False,False,True,False,True,False,True,False,False
165.56,3,0,-1.0,40,21.54,4,12,2024,496.68,False,False,False,True,True,False,False,True,True,False,False,True,False,False
117.76,1,0,-1.0,19,9.59,0,2,2024,117.76,False,False,False,True,True,False,False,False,False,False,False,True,False,False
214.97,3,0,-1.0,52,48.99,3,6,2024,644.91,False,False,False,True,False,True,False,False,False,True,False,True,False,False
206.86,5,1,54.0,47,18.67,2,10,2024,1034.3000000000002,True,False,False,False,False,False,False,False,True,False,False,False,True,False
340.42,3,0,-1.0,68,34.42,1,12,2024,1021.26,False,False,False,True,False,True,False,False,False,True,False,True,False,False
379.97,4,0,-1.0,56,44.89,6,8,2024,1519.88,True,False,False,False,False,False,False,False,False,False,False,True,False,False
123.09,4,1,254.0,40,1.13,0,10,2023,492.36,True,False,False,False,True,False,False,False,True,False,False,False,True,False
266.6,4,1,162.0,61,23.42,0,7,2024,1066.4,False,False,False,True,False,False,False,True,True,False,False,False,False,False
258.91,3,0,-1.0,39,18.57,5,6,2024,776.73,False,False,True,False,False,False,True,False,True,False,False,True,False,False
243.93,1,0,-1.0,42,38.65,3,11,2023,243.93,False,False,False,False,False,False,True,False,False,True,False,True,False,False
130.61,2,1,76.0,34,3.14,4,9,2023,261.22,True,False,False,False,False,False,False,True,True,False,False,False,False,True
59.66,5,0,-1.0,26,20.92,1,10,2023,298.29999999999995,False,False,True,False,False,False,True,False,False,False,False,True,False,False
480.79,3,1,527.0,61,45.98,6,7,2023,1442.3700000000001,False,True,False,False,True,False,True,False,True,False,False,False,False,False
5.14,4,0,-1.0,64,30.13,6,4,2023,20.56,False,True,False,False,False,True,False,False,False,True,False,True,False,False
326.09,4,0,-1.0,38,42.11,4,9,2024,1304.36,True,False,False,False,False,False,False,True,False,True,False,True,False,False
49.89,3,0,-1.0,24,47.66,4,6,2024,149.67000000000002,False,False,False,True,False,True,False,False,False,False,False,True,False,False
60.24,3,0,-1.0,36,13.63,2,7,2024,180.72,False,False,False,True,False,False,False,False,False,False,False,True,False,False
101.61,4,0,-1.0,19,28.9,0,7,2024,406.44,False,True,False,False,True,True,False,False,False,False,False,True,False,False
34.66,5,1,390.0,49,22.51,4,2,2023,173.29999999999998,False,True,False,False,True,False,True,False,True,False,False,False,False,True
197.23,3,1,322.0,69,37.12,3,1,2024,591.6899999999999,False,True,False,False,True,False,False,False,False,True,False,False,False,True
167.35,4,0,-1.0,50,49.65,1,1,2023,669.4,False,False,True,False,False,False,False,False,True,False,False,True,False,False
309.33,4,1,95.0,60,43.52,3,1,2023,1237.32,False,False,False,True,True,False,True,False,True,False,False,False,False,True
21.32,1,1,142.0,50,6.79,6,8,2023,21.32,False,False,False,True,True,False,False,True,False,True,False,False,True,False
334.81,1,0,-1.0,53,49.15,4,9,2024,334.81,False,False,False,False,True,False,False,True,False,False,False,True,False,False
348.47,3,1,293.0,70,46.88,4,4,2023,1045.41,False,False,True,False,True,False,True,False,True,False,False,False,True,False
199.85,5,0,-1.0,61,38.51,5,7,2023,999.25,False,False,True,False,False,False,False,False,False,True,False,True,False,False
404.26,5,0,-1.0,54,43.39,5,9,2024,2021.3,False,False,False,True,True,False,True,False,False,False,False,True,False,False
420.16,4,0,-1.0,31,18.25,5,3,2024,1680.64,False,False,False,False,False,False,False,True,False,True,False,True,False,False
206.47,2,1,154.0,51,5.84,0,2,2023,412.94,False,False,False,False,False,True,False,False,False,True,False,False,False,False
422.06,5,0,-1.0,54,5.36,1,4,2024,2110.3,True,False,False,False,True,True,False,False,False,False,False,True,False,False
347.09,4,0,-1.0,32,40.88,6,2,2023,1388.36,True,False,False,False,True,False,False,True,False,True,False,True,False,False
81.4,4,1,337.0,52,40.23,4,11,2023,325.6,False,True,False,False,False,True,False,False,False,True,True,False,False,False
361.56,2,0,-1.0,45,12.55,4,11,2023,723.12,False,False,False,True,True,False,False,False,False,False,False,True,False,False
411.86,2,1,146.0,63,27.25,3,12,2023,823.72,True,False,False,False,False,True,False,False,False,False,False,False,True,False
202.95,1,0,-1.0,39,14.57,2,9,2023,202.95,False,False,False,False,False,False,False,False,False,False,False,True,False,False
355.97,5,0,-1.0,69,39.3,5,8,2023,1779.8500000000001,True,False,False,False,True,False,True,False,False,True,False,True,False,False
456.97,1,0,-1.0,49,17.33,3,2,2023,456.97,False,False,True,False,False,False,False,False,True,False,False,True,False,False
298.38,5,0,-1.0,41,26.57,3,10,2024,1491.9,True,False,False,False,False,False,False,True,False,True,False,True,False,False
285.59,2,0,-1.0,54,19.6,5,2,2024,571.18,False,False,False,True,True,False,True,False,False,True,False,True,False,False
420.95,4,1,34.0,68,48.6,3,12,2023,1683.8,False,True,False,False,True,True,False,False,False,True,False,False,False,True
120.99,3,0,-1.0,66,14.5,4,3,2023,362.96999999999997,False,False,True,False,False,False,False,True,True,False,False,True,False,False
278.56,4,1,307.0,41,27.97,0,10,2023,1114.24,True,False,False,False,True,True,False,False,True,False,True,False,False,False
201.82,4,0,-1.0,51,6.09,4,4,2023,807.28,False,False,True,False,True,False,True,False,False,False,False,True,False,False
448.08,3,1,106.0,40,18.11,2,8,2024,1344.24,False,False,False,False,False,False,False,False,False,False,False,False,True,False
405.95,4,0,-1.0,31,44.34,4,8,2023,1623.8,False,True,False,False,True,True,False,False,True,False,False,True,False,False
286.7,3,1,122.0,51,44.44,3,8,2023,860.0999999999999,False,False,False,False,False,False,False,True,True,False,False,False,True,False
296.94,2,0,-1.0,64,12.58,6,12,2024,593.88,False,True,False,False,False,True,False,False,False,False,False,True,False,False
